algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count
pak,mg,3,0,0,512,80,73.26,20
rand,mg,3,0,0,512,80,73.79,20
spr,mg,4,0,1,512,80,73.13,20
pak,mg,4,0,1,512,80,73.09,20
rand,mg,4,0,1,512,80,72.65,20
spr,mg,5,0,2,512,80,72.84,20
pak,mg,5,0,2,512,80,73.07,20
rand,mg,5,0,2,512,80,72.88,20
spr,mg,1,2,0,512,115,91.36,20
pak,mg,1,2,0,512,115,79.67,20
rand,mg,1,2,0,512,115,93.50,20
spr,mg,2,1,0,512,115,76.74,20
pak,mg,2,1,0,512,115,74.73,20
rand,mg,2,1,0,512,115,77.21,20
spr,mg,3,0,0,512,115,72.86,20
pak,mg,3,0,0,512,115,72.42,20
rand,mg,3,0,0,512,115,72.44,20
spr,mg,4,0,1,512,115,71.45,20
pak,mg,4,0,1,512,115,72.10,20
rand,mg,4,0,1,512,115,71.49,20
spr,mg,5,0,2,512,115,71.35,20
pak,mg,5,0,2,512,115,72.16,20
rand,mg,5,0,2,512,115,70.94,20
spr,mg,1,2,0,512,64,113.30,24
pak,mg,1,2,0,512,64,91.83,24
rand,mg,1,2,0,512,64,120.79,24
spr,mg,2,1,0,512,64,98.21,24
pak,mg,2,1,0,512,64,91.60,24
rand,mg,2,1,0,512,64,97.40,24
spr,mg,3,0,0,512,64,93.24,24
pak,mg,3,0,0,512,64,90.90,24
rand,mg,3,0,0,512,64,91.82,24
spr,mg,4,0,1,512,64,91.58,24
pak,mg,4,0,1,512,64,90.79,24
rand,mg,4,0,1,512,64,93.25,24
spr,mg,5,0,2,512,64,91.63,24
pak,mg,5,0,2,512,64,91.09,24
rand,mg,5,0,2,512,64,91.33,24
spr,mg,1,2,0,512,80,107.98,24
pak,mg,1,2,0,512,80,86.21,24
rand,mg,1,2,0,512,80,112.07,24
spr,mg,2,1,0,512,80,91.11,24
pak,mg,2,1,0,512,80,86.16,24
rand,mg,2,1,0,512,80,92.02,24
spr,mg,3,0,0,512,80,86.36,24
pak,mg,3,0,0,512,80,85.50,24
rand,mg,3,0,0,512,80,85.26,24
spr,mg,4,0,1,512,80,85.13,24
pak,mg,4,0,1,512,80,85.46,24
rand,mg,4,0,1,512,80,84.36,24
spr,mg,5,0,2,512,80,85.23,24
pak,mg,5,0,2,512,80,85.45,24
rand,mg,5,0,2,512,80,84.05,24
spr,mg,1,2,0,512,115,105.00,24
pak,mg,1,2,0,512,115,84.91,24
rand,mg,1,2,0,512,115,110.04,24
spr,mg,2,1,0,512,115,89.06,24
pak,mg,2,1,0,512,115,84.72,24
rand,mg,2,1,0,512,115,90.12,24
spr,mg,3,0,0,512,115,84.55,24
pak,mg,3,0,0,512,115,84.01,24
rand,mg,3,0,0,512,115,83.44,24
spr,mg,4,0,1,512,115,82.97,24
pak,mg,4,0,1,512,115,84.01,24
rand,mg,4,0,1,512,115,83.29,24
spr,mg,5,0,2,512,115,83.35,24
pak,mg,5,0,2,512,115,84.07,24
rand,mg,5,0,2,512,115,82.51,24
rand,kripke,1,2,0,512,64,25.42490,16
rand,kripke,2,1,0,512,64,25.69109,16
rand,kripke,3,0,0,512,64,25.42306,16
rand,kripke,4,0,1,512,64,25.25618,16
rand,kripke,5,0,2,512,64,25.29508,16
rand,kripke,1,2,0,512,80,22.30607,16
rand,kripke,2,1,0,512,80,22.10503,16
rand,kripke,3,0,0,512,80,22.49290,16
rand,kripke,4,0,1,512,80,22.00077,16
rand,kripke,5,0,2,512,80,22.40225,16
rand,kripke,1,2,0,512,115,22.27208,16
rand,kripke,2,1,0,512,115,21.78080,16
rand,kripke,3,0,0,512,115,22.00604,16
rand,kripke,4,0,1,512,115,21.92096,16
rand,kripke,5,0,2,512,115,21.69916,16
rand,kripke,1,2,0,512,64,29.24745,20
rand,kripke,2,1,0,512,64,29.21715,20
rand,kripke,3,0,0,512,64,29.21153,20
rand,kripke,4,0,1,512,64,28.81960,20
rand,kripke,5,0,2,512,64,29.48254,20
rand,kripke,1,2,0,512,80,24.68912,20
rand,kripke,2,1,0,512,80,24.41008,20
rand,kripke,3,0,0,512,80,24.58534,20
rand,kripke,4,0,1,512,80,24.57297,20
rand,kripke,5,0,2,512,80,24.50203,20
rand,kripke,1,2,0,512,115,23.63925,20
rand,kripke,2,1,0,512,115,23.40590,20
rand,kripke,3,0,0,512,115,23.25985,20
rand,kripke,4,0,1,512,115,23.36396,20
rand,kripke,5,0,2,512,115,23.33454,20
rand,kripke,1,2,0,512,64,33.43514,24
rand,kripke,2,1,0,512,64,33.19879,24
rand,kripke,3,0,0,512,64,33.55439,24
rand,kripke,4,0,1,512,64,33.79035,24
rand,kripke,5,0,2,512,64,33.57971,24
rand,kripke,1,2,0,512,80,27.91946,24
rand,kripke,2,1,0,512,80,27.37243,24
rand,kripke,3,0,0,512,80,27.62826,24
rand,kripke,4,0,1,512,80,27.47114,24
rand,kripke,5,0,2,512,80,27.19590,24
rand,kripke,1,2,0,512,115,25.38519,24
rand,kripke,2,1,0,512,115,25.12792,24
rand,kripke,3,0,0,512,115,25.07643,24
rand,kripke,4,0,1,512,115,25.31132,24
rand,kripke,5,0,2,512,115,25.15094,24
rand,CoMD,1,2,0,512,64,40.5446,16
rand,CoMD,2,1,0,512,64,38.3002,16
rand,CoMD,3,0,0,512,64,37.5412,16
rand,CoMD,4,0,1,512,64,38.1761,16
rand,CoMD,5,0,2,512,64,37.2467,16
rand,CoMD,1,2,0,512,80,36.4466,16
rand,CoMD,2,1,0,512,80,34.7423,16
rand,CoMD,3,0,0,512,80,35.0206,16
rand,CoMD,4,0,1,512,80,34.9710,16
rand,CoMD,5,0,2,512,80,34.2762,16
rand,CoMD,1,2,0,512,115,37.1949,16
rand,CoMD,2,1,0,512,115,35.3526,16
rand,CoMD,3,0,0,512,115,35.2080,16
rand,CoMD,4,0,1,512,115,34.5600,16
rand,CoMD,5,0,2,512,115,33.9367,16
rand,CoMD,1,2,0,512,64,47.5484,20
rand,CoMD,2,1,0,512,64,46.6069,20
rand,CoMD,3,0,0,512,64,45.0535,20
rand,CoMD,4,0,1,512,64,43.7073,20
rand,CoMD,5,0,2,512,64,43.6000,20
rand,CoMD,1,2,0,512,80,41.7604,20
rand,CoMD,2,1,0,512,80,42.5271,20
rand,CoMD,3,0,0,512,80,40.1230,20
rand,CoMD,4,0,1,512,80,38.3758,20
rand,CoMD,5,0,2,512,80,38.4931,20
rand,CoMD,1,2,0,512,115,42.1792,20
rand,CoMD,2,1,0,512,115,40.2207,20
rand,CoMD,3,0,0,512,115,38.3543,20
rand,CoMD,4,0,1,512,115,37.2856,20
rand,CoMD,5,0,2,512,115,36.0056,20
rand,CoMD,1,2,0,512,64,51.0499,24
rand,CoMD,2,1,0,512,64,50.3551,24
rand,CoMD,3,0,0,512,64,49.4014,24
rand,CoMD,4,0,1,512,64,48.1675,24
rand,CoMD,5,0,2,512,64,46.7518,24
rand,CoMD,1,2,0,512,80,45.2929,24
rand,CoMD,2,1,0,512,80,44.7775,24
rand,CoMD,3,0,0,512,80,42.7860,24
rand,CoMD,4,0,1,512,80,40.4760,24
rand,CoMD,5,0,2,512,80,40.2799,24
rand,CoMD,1,2,0,512,115,42.3952,24
rand,CoMD,2,1,0,512,115,42.5873,24
rand,CoMD,3,0,0,512,115,40.1533,24
rand,CoMD,4,0,1,512,115,39.1330,24
rand,CoMD,5,0,2,512,115,38.1979,24
rand,ft,1,2,0,512,64,60.40,16
rand,ft,2,1,0,512,64,60.08,16
rand,ft,3,0,0,512,64,51.65,16
rand,ft,4,0,1,512,64,43.48,16
rand,ft,5,0,2,512,64,43.84,16
rand,ft,1,2,0,512,80,57.60,16
rand,ft,2,1,0,512,80,54.29,16
rand,ft,3,0,0,512,80,47.26,16
rand,ft,4,0,1,512,80,39.22,16
rand,ft,5,0,2,512,80,37.28,16
rand,ft,1,2,0,512,115,57.53,16
rand,ft,2,1,0,512,115,51.61,16
rand,ft,3,0,0,512,115,44.02,16
rand,ft,4,0,1,512,115,38.29,16
rand,ft,5,0,2,512,115,37.58,16
rand,ft,1,2,0,512,64,75.25,20
rand,ft,2,1,0,512,64,69.01,20
rand,ft,3,0,0,512,64,57.15,20
rand,ft,4,0,1,512,64,51.81,20
rand,ft,5,0,2,512,64,50.41,20
rand,ft,1,2,0,512,80,68.55,20
rand,ft,2,1,0,512,80,62.70,20
rand,ft,3,0,0,512,80,51.09,20
rand,ft,4,0,1,512,80,47.34,20
rand,ft,5,0,2,512,80,44.32,20
rand,ft,1,2,0,512,115,74.20,20
rand,ft,2,1,0,512,115,61.58,20
rand,ft,3,0,0,512,115,48.78,20
rand,ft,4,0,1,512,115,40.96,20
rand,ft,5,0,2,512,115,41.82,20
rand,ft,1,2,0,512,64,88.38,24
rand,ft,2,1,0,512,64,77.89,24
rand,ft,3,0,0,512,64,65.98,24
rand,ft,4,0,1,512,64,57.43,24
rand,ft,5,0,2,512,64,57.35,24
rand,ft,1,2,0,512,80,76.69,24
rand,ft,2,1,0,512,80,70.74,24
rand,ft,3,0,0,512,80,61.20,24
rand,ft,4,0,1,512,80,53.78,24
rand,ft,5,0,2,512,80,53.70,24
rand,ft,1,2,0,512,115,75.49,24
rand,ft,2,1,0,512,115,65.71,24
rand,ft,3,0,0,512,115,57.38,24
rand,ft,4,0,1,512,115,48.12,24
rand,ft,5,0,2,512,115,47.29,24
rand,lu,1,2,0,512,64,75.49,16
rand,lu,2,1,0,512,64,68.09,16
rand,lu,3,0,0,512,64,66.58,16
rand,lu,4,0,1,512,64,65.99,16
rand,lu,5,0,2,512,64,65.44,16
rand,lu,1,2,0,512,80,69.88,16
rand,lu,2,1,0,512,80,62.13,16
rand,lu,3,0,0,512,80,60.49,16
rand,lu,4,0,1,512,80,59.57,16
rand,lu,5,0,2,512,80,61.15,16
rand,lu,1,2,0,512,115,67.02,16
rand,lu,2,1,0,512,115,61.37,16
rand,lu,3,0,0,512,115,60.25,16
rand,lu,4,0,1,512,115,59.20,16
rand,lu,5,0,2,512,115,59.73,16
rand,lu,1,2,0,512,64,86.15,20
rand,lu,2,1,0,512,64,79.94,20
rand,lu,3,0,0,512,64,79.55,20
rand,lu,4,0,1,512,64,76.75,20
rand,lu,5,0,2,512,64,77.07,20
rand,lu,1,2,0,512,80,72.33,20
rand,lu,2,1,0,512,80,69.07,20
rand,lu,3,0,0,512,80,68.97,20
rand,lu,4,0,1,512,80,68.30,20
rand,lu,5,0,2,512,80,67.55,20
rand,lu,1,2,0,512,115,70.98,20
rand,lu,2,1,0,512,115,66.59,20
rand,lu,3,0,0,512,115,65.23,20
rand,lu,4,0,1,512,115,65.04,20
rand,lu,5,0,2,512,115,65.11,20
rand,lu,1,2,0,512,64,93.10,24
rand,lu,2,1,0,512,64,89.35,24
rand,lu,3,0,0,512,64,87.99,24
rand,lu,4,0,1,512,64,87.71,24
rand,lu,5,0,2,512,64,88.34,24
rand,lu,1,2,0,512,80,84.33,24
rand,lu,2,1,0,512,80,75.16,24
rand,lu,3,0,0,512,80,76.39,24
rand,lu,4,0,1,512,80,75.28,24
rand,lu,5,0,2,512,80,76.42,24
rand,lu,1,2,0,512,115,78.79,24
rand,lu,2,1,0,512,115,70.87,24
rand,lu,3,0,0,512,115,70.34,24
rand,lu,4,0,1,512,115,69.42,24
rand,lu,5,0,2,512,115,70.72,24
rand,mg,1,2,0,512,64,83.91,16
rand,mg,2,1,0,512,64,70.92,16
rand,mg,3,0,0,512,64,66.64,16
rand,mg,4,0,1,512,64,64.71,16
rand,mg,5,0,2,512,64,65.03,16
rand,mg,1,2,0,512,80,79.52,16
rand,mg,2,1,0,512,80,67.35,16
rand,mg,3,0,0,512,80,61.98,16
rand,mg,4,0,1,512,80,60.94,16
rand,mg,5,0,2,512,80,60.67,16
rand,mg,1,2,0,512,115,82.56,16
rand,mg,2,1,0,512,115,66.89,16
rand,mg,3,0,0,512,115,61.99,16
rand,mg,4,0,1,512,115,60.65,16
rand,mg,5,0,2,512,115,60.21,16
rand,mg,1,2,0,512,64,96.37,20
rand,mg,2,1,0,512,64,85.20,20
rand,mg,3,0,0,512,64,80.50,20
rand,mg,4,0,1,512,64,78.80,20
rand,mg,5,0,2,512,64,77.65,20
rand,mg,1,2,0,512,80,87.76,20
rand,mg,2,1,0,512,80,79.12,20
rand,mg,3,0,0,512,80,73.75,20
rand,mg,4,0,1,512,80,72.48,20
spr,kripke,1,2,0,1024,64,26.88041,16
pak,kripke,1,2,0,1024,64,27.33389,16
rand,kripke,1,2,0,1024,64,26.89617,16
spr,kripke,2,1,0,1024,64,27.23181,16
pak,kripke,2,1,0,1024,64,27.91672,16
rand,kripke,2,1,0,1024,64,27.18929,16
spr,kripke,3,0,0,1024,64,26.94235,16
pak,kripke,3,0,0,1024,64,27.77948,16
rand,kripke,3,0,0,1024,64,26.98836,16
spr,kripke,4,0,1,1024,64,26.94407,16
pak,kripke,4,0,1,1024,64,27.32554,16
rand,kripke,4,0,1,1024,64,27.27306,16
spr,kripke,5,0,2,1024,64,27.26745,16
pak,kripke,5,0,2,1024,64,28.14219,16
rand,kripke,5,0,2,1024,64,26.89630,16
spr,kripke,1,2,0,1024,80,23.76823,16
pak,kripke,1,2,0,1024,80,24.05828,16
rand,kripke,1,2,0,1024,80,24.12030,16
spr,kripke,2,1,0,1024,80,24.28931,16
pak,kripke,2,1,0,1024,80,24.11773,16
rand,kripke,2,1,0,1024,80,24.28903,16
spr,kripke,3,0,0,1024,80,23.98432,16
pak,kripke,3,0,0,1024,80,24.30636,16
rand,kripke,3,0,0,1024,80,24.38381,16
spr,kripke,4,0,1,1024,80,23.93297,16
pak,kripke,4,0,1,1024,80,24.49236,16
rand,kripke,4,0,1,1024,80,24.29106,16
spr,kripke,5,0,2,1024,80,23.97231,16
pak,kripke,5,0,2,1024,80,23.85627,16
rand,kripke,5,0,2,1024,80,24.12107,16
spr,kripke,1,2,0,1024,115,23.57201,16
pak,kripke,1,2,0,1024,115,24.04330,16
rand,kripke,1,2,0,1024,115,23.89118,16
spr,kripke,2,1,0,1024,115,23.83828,16
pak,kripke,2,1,0,1024,115,23.86128,16
rand,kripke,2,1,0,1024,115,23.80098,16
spr,kripke,3,0,0,1024,115,23.77827,16
pak,kripke,3,0,0,1024,115,23.79411,16
rand,kripke,3,0,0,1024,115,23.65792,16
spr,kripke,4,0,1,1024,115,23.56444,16
pak,kripke,4,0,1,1024,115,23.64915,16
rand,kripke,4,0,1,1024,115,23.73828,16
spr,kripke,5,0,2,1024,115,23.78427,16
pak,kripke,5,0,2,1024,115,23.77703,16
rand,kripke,5,0,2,1024,115,23.65626,16
spr,kripke,1,2,0,1024,64,30.91632,20
pak,kripke,1,2,0,1024,64,31.21066,20
rand,kripke,1,2,0,1024,64,31.17807,20
spr,kripke,2,1,0,1024,64,30.79268,20
pak,kripke,2,1,0,1024,64,30.89379,20
rand,kripke,2,1,0,1024,64,30.68318,20
spr,kripke,3,0,0,1024,64,30.38462,20
pak,kripke,3,0,0,1024,64,31.03666,20
rand,kripke,3,0,0,1024,64,31.51060,20
spr,kripke,4,0,1,1024,64,30.92070,20
pak,kripke,4,0,1,1024,64,30.74266,20
rand,kripke,4,0,1,1024,64,31.41823,20
spr,kripke,5,0,2,1024,64,30.51841,20
pak,kripke,5,0,2,1024,64,30.85167,20
rand,kripke,5,0,2,1024,64,30.68130,20
spr,kripke,1,2,0,1024,80,26.32385,20
pak,kripke,1,2,0,1024,80,26.26140,20
rand,kripke,1,2,0,1024,80,26.99083,20
spr,kripke,2,1,0,1024,80,26.04570,20
pak,kripke,2,1,0,1024,80,26.19940,20
rand,kripke,2,1,0,1024,80,26.64767,20
spr,kripke,3,0,0,1024,80,26.09881,20
pak,kripke,3,0,0,1024,80,26.72244,20
rand,kripke,3,0,0,1024,80,26.68723,20
spr,kripke,4,0,1,1024,80,26.39145,20
pak,kripke,4,0,1,1024,80,26.41048,20
rand,kripke,4,0,1,1024,80,26.08064,20
spr,kripke,5,0,2,1024,80,26.29519,20
pak,kripke,5,0,2,1024,80,26.68542,20
rand,kripke,5,0,2,1024,80,26.16205,20
spr,kripke,1,2,0,1024,115,25.10784,20
pak,kripke,1,2,0,1024,115,25.47104,20
rand,kripke,1,2,0,1024,115,25.46263,20
spr,kripke,2,1,0,1024,115,24.90835,20
pak,kripke,2,1,0,1024,115,25.17936,20
rand,kripke,2,1,0,1024,115,25.32816,20
spr,kripke,3,0,0,1024,115,25.35111,20
pak,kripke,3,0,0,1024,115,25.22434,20
rand,kripke,3,0,0,1024,115,25.09487,20
spr,kripke,4,0,1,1024,115,24.91434,20
pak,kripke,4,0,1,1024,115,25.29449,20
rand,kripke,4,0,1,1024,115,25.28936,20
spr,kripke,5,0,2,1024,115,25.20525,20
pak,kripke,5,0,2,1024,115,25.36038,20
rand,kripke,5,0,2,1024,115,25.08242,20
spr,kripke,1,2,0,1024,64,35.00627,24
pak,kripke,1,2,0,1024,64,35.37391,24
rand,kripke,1,2,0,1024,64,35.46718,24
spr,kripke,2,1,0,1024,64,34.89404,24
pak,kripke,2,1,0,1024,64,35.41289,24
rand,kripke,2,1,0,1024,64,35.55640,24
spr,kripke,3,0,0,1024,64,35.28564,24
pak,kripke,3,0,0,1024,64,35.36392,24
rand,kripke,3,0,0,1024,64,35.87083,24
spr,kripke,4,0,1,1024,64,35.03641,24
pak,kripke,4,0,1,1024,64,35.63993,24
rand,kripke,4,0,1,1024,64,36.15373,24
spr,kripke,5,0,2,1024,64,34.85388,24
pak,kripke,5,0,2,1024,64,35.36942,24
rand,kripke,5,0,2,1024,64,35.94650,24
spr,kripke,1,2,0,1024,80,29.20858,24
pak,kripke,1,2,0,1024,80,29.36344,24
rand,kripke,1,2,0,1024,80,29.36702,24
spr,kripke,2,1,0,1024,80,29.15231,24
pak,kripke,2,1,0,1024,80,29.10392,24
rand,kripke,2,1,0,1024,80,29.48310,24
spr,kripke,3,0,0,1024,80,29.14857,24
pak,kripke,3,0,0,1024,80,29.14557,24
rand,kripke,3,0,0,1024,80,29.20953,24
spr,kripke,4,0,1,1024,80,28.96555,24
pak,kripke,4,0,1,1024,80,29.21358,24
rand,kripke,4,0,1,1024,80,29.01957,24
spr,kripke,5,0,2,1024,80,29.10957,24
pak,kripke,5,0,2,1024,80,29.15671,24
rand,kripke,5,0,2,1024,80,29.40815,24
spr,kripke,1,2,0,1024,115,26.51143,24
pak,kripke,1,2,0,1024,115,26.88842,24
rand,kripke,1,2,0,1024,115,26.95745,24
spr,kripke,2,1,0,1024,115,26.58148,24
pak,kripke,2,1,0,1024,115,26.91646,24
rand,kripke,2,1,0,1024,115,27.07601,24
spr,kripke,3,0,0,1024,115,26.64264,24
pak,kripke,3,0,0,1024,115,26.78345,24
rand,kripke,3,0,0,1024,115,26.74708,24
spr,kripke,4,0,1,1024,115,26.60623,24
pak,kripke,4,0,1,1024,115,26.92945,24
rand,kripke,4,0,1,1024,115,26.69806,24
spr,kripke,5,0,2,1024,115,26.45344,24
pak,kripke,5,0,2,1024,115,26.73563,24
rand,kripke,5,0,2,1024,115,26.69622,24
spr,CoMD,1,2,0,1024,64,40.9101,16
pak,CoMD,1,2,0,1024,64,39.2341,16
rand,CoMD,1,2,0,1024,64,40.8188,16
spr,CoMD,2,1,0,1024,64,38.9869,16
pak,CoMD,2,1,0,1024,64,38.9423,16
rand,CoMD,2,1,0,1024,64,40.3028,16
spr,CoMD,3,0,0,1024,64,38.7958,16
pak,CoMD,3,0,0,1024,64,41.0643,16
rand,CoMD,3,0,0,1024,64,39.3360,16
spr,CoMD,4,0,1,1024,64,38.8404,16
pak,CoMD,4,0,1,1024,64,40.3092,16
rand,CoMD,4,0,1,1024,64,39.6615,16
spr,CoMD,5,0,2,1024,64,38.8352,16
pak,CoMD,5,0,2,1024,64,39.7455,16
rand,CoMD,5,0,2,1024,64,38.7414,16
spr,CoMD,1,2,0,1024,80,37.5018,16
pak,CoMD,1,2,0,1024,80,36.1795,16
rand,CoMD,1,2,0,1024,80,37.1474,16
spr,CoMD,2,1,0,1024,80,36.4532,16
pak,CoMD,2,1,0,1024,80,37.6545,16
rand,CoMD,2,1,0,1024,80,38.9572,16
spr,CoMD,3,0,0,1024,80,36.4773,16
pak,CoMD,3,0,0,1024,80,36.7382,16
rand,CoMD,3,0,0,1024,80,36.8210,16
spr,CoMD,4,0,1,1024,80,35.1891,16
pak,CoMD,4,0,1,1024,80,36.1980,16
rand,CoMD,4,0,1,1024,80,35.9367,16
spr,CoMD,5,0,2,1024,80,35.6980,16
pak,CoMD,5,0,2,1024,80,37.4651,16
rand,CoMD,5,0,2,1024,80,34.5509,16
spr,CoMD,1,2,0,1024,115,38.0822,16
pak,CoMD,1,2,0,1024,115,36.7162,16
rand,CoMD,1,2,0,1024,115,37.6346,16
spr,CoMD,2,1,0,1024,115,35.4092,16
pak,CoMD,2,1,0,1024,115,37.1682,16
rand,CoMD,2,1,0,1024,115,38.4601,16
spr,CoMD,3,0,0,1024,115,35.8288,16
pak,CoMD,3,0,0,1024,115,37.5257,16
rand,CoMD,3,0,0,1024,115,34.8489,16
spr,CoMD,4,0,1,1024,115,35.5572,16
pak,CoMD,4,0,1,1024,115,34.3682,16
rand,CoMD,4,0,1,1024,115,36.2863,16
spr,CoMD,5,0,2,1024,115,34.0640,16
pak,CoMD,5,0,2,1024,115,38.4839,16
rand,CoMD,5,0,2,1024,115,35.3527,16
spr,CoMD,1,2,0,1024,64,44.3303,20
pak,CoMD,1,2,0,1024,64,44.3378,20
rand,CoMD,1,2,0,1024,64,46.8600,20
spr,CoMD,2,1,0,1024,64,44.6707,20
pak,CoMD,2,1,0,1024,64,43.6901,20
rand,CoMD,2,1,0,1024,64,45.6361,20
spr,CoMD,3,0,0,1024,64,43.5413,20
pak,CoMD,3,0,0,1024,64,43.2210,20
rand,CoMD,3,0,0,1024,64,44.2601,20
spr,CoMD,4,0,1,1024,64,43.1713,20
pak,CoMD,4,0,1,1024,64,42.8289,20
rand,CoMD,4,0,1,1024,64,44.4572,20
spr,CoMD,5,0,2,1024,64,44.1631,20
pak,CoMD,5,0,2,1024,64,42.7853,20
rand,CoMD,5,0,2,1024,64,44.2862,20
spr,CoMD,1,2,0,1024,80,41.5173,20
pak,CoMD,1,2,0,1024,80,39.0518,20
rand,CoMD,1,2,0,1024,80,41.3779,20
spr,CoMD,2,1,0,1024,80,40.6267,20
pak,CoMD,2,1,0,1024,80,38.9458,20
rand,CoMD,2,1,0,1024,80,40.6925,20
spr,CoMD,3,0,0,1024,80,38.4687,20
pak,CoMD,3,0,0,1024,80,38.2962,20
rand,CoMD,3,0,0,1024,80,40.2090,20
spr,CoMD,4,0,1,1024,80,39.0739,20
pak,CoMD,4,0,1,1024,80,37.9236,20
rand,CoMD,4,0,1,1024,80,38.8476,20
spr,CoMD,5,0,2,1024,80,38.3113,20
pak,CoMD,5,0,2,1024,80,38.1166,20
rand,CoMD,5,0,2,1024,80,38.7740,20
spr,CoMD,1,2,0,1024,115,40.4938,20
pak,CoMD,1,2,0,1024,115,39.2091,20
rand,CoMD,1,2,0,1024,115,42.2815,20
spr,CoMD,2,1,0,1024,115,38.6475,20
pak,CoMD,2,1,0,1024,115,38.7537,20
rand,CoMD,2,1,0,1024,115,40.0060,20
spr,CoMD,3,0,0,1024,115,40.0259,20
pak,CoMD,3,0,0,1024,115,38.4766,20
rand,CoMD,3,0,0,1024,115,39.0183,20
spr,CoMD,4,0,1,1024,115,38.3922,20
pak,CoMD,4,0,1,1024,115,38.4633,20
rand,CoMD,4,0,1,1024,115,37.6299,20
spr,CoMD,5,0,2,1024,115,37.7582,20
pak,CoMD,5,0,2,1024,115,37.5364,20
rand,CoMD,5,0,2,1024,115,39.0896,20
spr,CoMD,1,2,0,1024,64,50.2394,24
pak,CoMD,1,2,0,1024,64,49.6902,24
rand,CoMD,1,2,0,1024,64,54.4138,24
spr,CoMD,2,1,0,1024,64,50.2437,24
pak,CoMD,2,1,0,1024,64,50.3129,24
rand,CoMD,2,1,0,1024,64,52.9553,24
spr,CoMD,3,0,0,1024,64,48.3830,24
pak,CoMD,3,0,0,1024,64,49.0081,24
rand,CoMD,3,0,0,1024,64,50.7728,24
spr,CoMD,4,0,1,1024,64,48.1590,24
pak,CoMD,4,0,1,1024,64,49.0840,24
rand,CoMD,4,0,1,1024,64,49.0854,24
spr,CoMD,5,0,2,1024,64,48.7705,24
pak,CoMD,5,0,2,1024,64,49.1731,24
rand,CoMD,5,0,2,1024,64,48.7493,24
spr,CoMD,1,2,0,1024,80,43.9614,24
pak,CoMD,1,2,0,1024,80,43.3831,24
rand,CoMD,1,2,0,1024,80,46.3953,24
spr,CoMD,2,1,0,1024,80,44.4307,24
pak,CoMD,2,1,0,1024,80,42.3984,24
rand,CoMD,2,1,0,1024,80,44.5374,24
spr,CoMD,3,0,0,1024,80,42.0167,24
pak,CoMD,3,0,0,1024,80,41.8551,24
rand,CoMD,3,0,0,1024,80,43.2264,24
spr,CoMD,4,0,1,1024,80,42.0119,24
pak,CoMD,4,0,1,1024,80,40.8574,24
rand,CoMD,4,0,1,1024,80,41.9977,24
spr,CoMD,5,0,2,1024,80,40.9376,24
pak,CoMD,5,0,2,1024,80,41.2541,24
rand,CoMD,5,0,2,1024,80,41.6449,24
spr,CoMD,1,2,0,1024,115,41.4997,24
pak,CoMD,1,2,0,1024,115,40.5269,24
rand,CoMD,1,2,0,1024,115,44.0891,24
spr,CoMD,2,1,0,1024,115,41.4810,24
pak,CoMD,2,1,0,1024,115,39.8196,24
rand,CoMD,2,1,0,1024,115,42.4320,24
spr,CoMD,3,0,0,1024,115,39.9956,24
pak,CoMD,3,0,0,1024,115,38.9416,24
rand,CoMD,3,0,0,1024,115,40.8458,24
spr,CoMD,4,0,1,1024,115,38.3175,24
pak,CoMD,4,0,1,1024,115,38.4868,24
rand,CoMD,4,0,1,1024,115,39.4503,24
spr,CoMD,5,0,2,1024,115,39.1719,24
pak,CoMD,5,0,2,1024,115,38.8139,24
rand,CoMD,5,0,2,1024,115,39.1027,24
spr,ft,1,2,0,1024,64,30.67,16
pak,ft,1,2,0,1024,64,28.47,16
rand,ft,1,2,0,1024,64,41.76,16
spr,ft,2,1,0,1024,64,29.20,16
pak,ft,2,1,0,1024,64,27.57,16
rand,ft,2,1,0,1024,64,32.84,16
spr,ft,3,0,0,1024,64,25.61,16
pak,ft,3,0,0,1024,64,25.48,16
rand,ft,3,0,0,1024,64,26.51,16
spr,ft,4,0,1,1024,64,23.26,16
pak,ft,4,0,1,1024,64,23.31,16
rand,ft,4,0,1,1024,64,23.53,16
spr,ft,5,0,2,1024,64,23.15,16
pak,ft,5,0,2,1024,64,22.81,16
rand,ft,5,0,2,1024,64,23.52,16
spr,ft,1,2,0,1024,80,28.09,16
pak,ft,1,2,0,1024,80,25.53,16
rand,ft,1,2,0,1024,80,35.57,16
spr,ft,2,1,0,1024,80,26.84,16
pak,ft,2,1,0,1024,80,24.96,16
rand,ft,2,1,0,1024,80,30.75,16
spr,ft,3,0,0,1024,80,21.13,16
pak,ft,3,0,0,1024,80,23.26,16
rand,ft,3,0,0,1024,80,25.45,16
spr,ft,4,0,1,1024,80,21.14,16
pak,ft,4,0,1,1024,80,20.99,16
rand,ft,4,0,1,1024,80,20.58,16
spr,ft,5,0,2,1024,80,20.94,16
pak,ft,5,0,2,1024,80,20.70,16
rand,ft,5,0,2,1024,80,20.80,16
spr,ft,1,2,0,1024,115,29.15,16
pak,ft,1,2,0,1024,115,25.83,16
rand,ft,1,2,0,1024,115,36.99,16
spr,ft,2,1,0,1024,115,26.38,16
pak,ft,2,1,0,1024,115,24.48,16
rand,ft,2,1,0,1024,115,29.02,16
spr,ft,3,0,0,1024,115,22.87,16
